[2024-03-26 18:43:04,650] multiqc                                            [DEBUG  ]  This is MultiQC v1.13
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,211] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/unfiltered/picard_metrics/LV_EC_ATAC_REP2.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,212] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP4.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,212] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP4.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,213] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP3.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,213] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/unfiltered/picard_metrics/LV_EC_ATAC_REP3.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,213] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP1.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,214] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/unfiltered/picard_metrics/LV_EC_ATAC_REP1.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,214] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP2.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,215] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP2.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,215] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP3.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,216] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP1.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,216] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_replicate/picard_metrics/BR_EC_ATAC.mRp.clN.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,216] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_replicate/picard_metrics/LV_EC_ATAC.mRp.clN.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,216] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_replicate/picard_metrics/LG_EC_ATAC.mRp.clN.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,220] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_library/filtered/LV_EC_ATAC_REP2.mLb.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (filtered)'
[2024-03-26 18:43:55,273] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_library/filtered/BR_EC_ATAC_REP2.mLb.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (filtered)'
[2024-03-26 18:43:55,313] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_library/filtered/BR_EC_ATAC_REP4.mLb.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (filtered)'
[2024-03-26 18:43:55,340] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_library/filtered/BR_EC_ATAC_REP1.mLb.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (filtered)'
[2024-03-26 18:43:55,362] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_library/filtered/LG_EC_ATAC_REP2.mLb.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (filtered)'
[2024-03-26 18:43:55,398] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_library/filtered/LG_EC_ATAC_REP1.mLb.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (filtered)'
[2024-03-26 18:43:55,419] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_library/filtered/BR_EC_ATAC_REP3.mLb.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (filtered)'
[2024-03-26 18:43:55,461] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_library/filtered/LG_EC_ATAC_REP4.mLb.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (filtered)'
[2024-03-26 18:43:55,485] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_library/filtered/LG_EC_ATAC_REP3.mLb.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (filtered)'
[2024-03-26 18:43:55,490] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_library/filtered/LV_EC_ATAC_REP1.mLb.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (filtered)'
[2024-03-26 18:43:55,511] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_library/filtered/LV_EC_ATAC_REP3.mLb.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (filtered)'
[2024-03-26 18:43:55,541] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (filtered)'
